,idx,impact,h_index,quartile
23057,0101129,"4,15",261,Q1
23058,0103147,1,1,Q4
23059,0102144,"2,05",283,-
23060,0102108,"2,05",283,-
23061,0104190,1,1,Q4
23062,0106283,"1,09",108,Q1
23063,0103104,1,1,Q4
23064,0108061,"2,05",283,-
23065,0107070,"4,15",261,Q1
23066,0106020,"1,09",108,Q1
23067,0104255,"1,60",174,Q1
23068,0107115,"4,15",261,Q1
23069,0109139,"1,01",66,Q3
23070,0107010,1,1,Q4
23071,0110095,1,1,Q4
23072,0111092,"4,15",261,Q1
23073,0112008,"4,15",261,Q1
23074,0104163,"1,45",88,Q2
23075,0106138,1,1,Q4
23076,0109207,1,1,Q4
23077,0108139,"1,84",106,Q2
23078,0105217,"4,15",261,Q1
23079,0103018,"4,15",261,Q1
23080,0102037,"1,09",108,Q1
23081,0109141,"2,05",283,-
23082,0110226,1,1,Q4
23083,0101078,1,1,Q4
23084,0111103,1,1,Q4
23085,0106067,"4,15",261,Q1
23086,0107087,1,1,Q4
23087,0110212,"1,58",116,Q1
23088,0109108,1,1,Q4
23089,0104142,1,1,Q4
23090,0112095,"1,60",174,Q1
23091,0102085,1,1,Q4
23092,0108160,1,1,Q4
23093,0107221,"2,05",283,-
23094,0103166,"1,45",198,Q1
23095,0104087,"1,60",174,Q1
23096,0111127,1,1,Q4
23097,0108051,1,1,Q4
23098,0107127,"2,05",283,-
23099,0106140,"4,15",261,Q1
23100,0105061,1,1,Q4
23101,0112085,"1,60",174,Q1
23102,0109191,1,1,Q4
23103,0109127,"4,15",261,Q1
23104,0102200,"4,15",261,Q1
23105,0104202,"4,15",261,Q1
23106,0109013,"4,15",261,Q1
23107,0102109,1,1,Q4
23108,0108107,"1,45",88,Q2
23109,0104012,"7,02",673,Q1
23110,0106076,"2,05",283,-
23111,0104158,"2,10",189,Q1
23112,0112171,"1,60",174,Q1
23113,0104237,1,1,Q4
23114,0102189,1,1,Q4
23115,0106042,"4,15",261,Q1
23116,0104047,"4,15",261,Q1
23117,0103003,1,1,Q4
23118,0110006,1,1,Q4
23119,0102010,"1,45",198,Q1
23120,0110122,1,1,Q4
23121,0108102,"1,60",174,Q1
23122,0106022,"2,05",283,-
23123,0110213,1,1,Q4
23124,0101183,"1,45",88,Q2
23125,0111163,1,1,Q4
23126,0105277,"1,60",174,Q1
23127,0101191,"1,09",108,Q1
23128,0107207,"0,75",62,Q2
23129,0101106,1,1,Q4
23130,0103198,"1,60",174,Q1
23131,0105070,"2,10",189,Q1
23132,0110234,"2,05",283,-
23133,0104109,"0,33",45,Q4
23134,0106045,1,1,Q4
23135,0108198,"2,05",283,-
23136,0111135,"2,05",283,-
23137,0104021,"1,60",174,Q1
23138,0104191,1,1,Q4
23139,0104267,1,1,Q4
23140,0109110,1,1,Q4
23141,0102195,1,1,Q4
23142,0111189,"4,15",261,Q1
23143,0109124,1,1,Q4
23144,0103002,1,1,Q4
23145,0103105,"4,15",261,Q1
23146,0109063,"4,15",261,Q1
23147,0111107,1,1,Q4
23148,0105166,1,1,Q4
23149,0108164,1,1,Q4
23150,0106162,"2,10",189,Q1
23151,0112163,1,1,Q4
23152,0111104,"0,62",63,Q2
23153,0111276,1,1,Q4
23154,0101048,"1,84",106,Q2
23155,0111272,1,1,Q4
23156,0103239,"2,05",283,-
23157,0110191,"7,02",673,Q1
23158,0108132,1,1,Q4
23159,0112083,1,1,Q4
23160,0111113,1,1,Q4
23161,0101124,1,1,Q4
23162,0108158,"2,05",283,-
23163,0109144,1,1,Q4
23164,0104039,"4,15",261,Q1
23165,0108202,"4,15",261,Q1
23166,0110002,1,1,Q4
23167,0104123,"1,84",106,Q2
23168,0107094,1,1,Q4
23169,0104152,1,1,Q4
23170,0108234,"1,60",174,Q1
23171,0110271,"4,15",261,Q1
23172,0102140,1,1,Q4
23173,0103119,"2,10",189,Q1
23174,0103007,1,1,Q4
23175,0111093,1,1,Q4
23176,0107249,1,1,Q4
23177,0112226,"2,10",189,Q1
23178,0104229,"4,15",261,Q1
23179,0112081,"4,15",261,Q1
23180,0106191,1,1,Q4
23181,0105147,1,1,Q4
23182,0109057,"4,15",261,Q1
23183,0104196,"5,07",274,Q1
23184,0105309,"4,15",261,Q1
23185,0107063,"4,15",261,Q1
23186,0108016,"1,60",174,Q1
23187,0106012,"4,15",261,Q1
23188,0108222,"1,45",88,Q2
23189,0110167,"2,05",283,-
23190,0101197,"2,05",283,-
23191,0101182,1,1,Q4
23192,0112196,"2,05",283,-
23193,0101130,1,1,Q4
23194,0104081,"2,10",189,Q1
23195,0110146,"4,15",261,Q1
23196,0103131,"0,77",48,Q2
23197,0105056,1,1,Q4
23198,0105039,"1,60",174,Q1
23199,0106037,"0,62",65,Q2
23200,0111060,"1,60",174,Q1
23201,0103057,"1,45",88,Q2
23202,0101219,"1,86",152,Q1
23203,0110016,"1,84",106,Q2
23204,0104181,"4,15",261,Q1
23205,0106243,"4,15",261,Q1
23206,0102177,1,1,Q4
23207,0104093,1,1,Q4
23208,0102062,1,1,Q4
23209,0109115,1,1,Q4
23210,0106039,1,1,Q4
23211,0109203,1,1,Q4
23212,0106172,1,1,Q4
23213,0102156,1,1,Q4
23214,0107050,"1,45",198,Q1
23215,0110272,"1,39",119,Q2
23216,0104092,1,1,Q4
23217,0111207,"7,02",673,Q1
23218,0107096,"1,60",174,Q1
23219,0104072,"2,10",189,Q1
23220,0107237,1,1,Q4
23221,0104239,"2,05",283,-
23222,0106114,1,1,Q4
23223,0105048,"4,15",261,Q1
23224,0107100,1,1,Q4
23225,0103257,1,1,Q4
23226,0111067,"0,55",28,Q1
23227,0104056,"2,05",283,-
23228,0112260,"1,45",198,Q1
23229,0109202,"4,15",261,Q1
23230,0103064,"1,60",174,Q1
23231,0104020,1,1,Q4
23232,0107205,"1,39",119,Q2
23233,0112241,1,1,Q4
23234,0106088,1,1,Q4
23235,0106212,"4,15",261,Q1
23236,0104110,"4,15",261,Q1
23237,0106053,"2,05",283,-
23238,0106065,"0,99",68,Q2
23239,0105156,1,1,Q4
23240,0110302,"4,15",261,Q1
23241,0106248,1,1,Q4
23242,0105129,"4,15",261,Q1
23243,0106272,"0,48",58,Q3
23244,0104058,1,1,Q4
23245,0104169,"4,15",261,Q1
23246,0106116,1,1,Q4
23247,0103084,"5,07",274,Q1
23248,0107141,"4,15",261,Q1
23249,0109061,1,1,Q4
23250,0104140,1,1,Q4
23251,0112154,"4,15",261,Q1
23252,0109002,1,1,Q4
23253,0109085,1,1,Q4
23254,0107230,"1,60",174,Q1
23255,0103228,"1,58",116,Q1
23256,0110066,"1,60",174,Q1
23257,0108205,"4,15",261,Q1
23258,0108086,1,1,Q4
23259,0107259,1,1,Q4
23260,0110240,1,1,Q4
23261,0111183,1,1,Q4
23262,0110208,1,1,Q4
23263,0111087,"4,15",261,Q1
23264,0112224,1,1,Q4
23265,0102146,"4,15",261,Q1
23266,0109004,"4,15",261,Q1
23267,0103097,"5,07",274,Q1
23268,0105069,1,1,Q4
23269,0106142,1,1,Q4
23270,0102181,"7,02",673,Q1
23271,0104168,"4,15",261,Q1
23272,0109090,"4,15",261,Q1
23273,0108183,"1,02",190,Q2
23274,0112125,1,1,Q4
23275,0107084,"4,15",261,Q1
23276,0101096,"1,60",174,Q1
23277,0108116,1,1,Q4
23278,0105296,"2,05",283,-
23279,0105319,"4,15",261,Q1
23280,0107227,"2,05",283,-
23281,0111172,1,1,Q4
23282,0111267,"1,39",119,Q2
23283,0103150,"1,45",88,Q2
23284,0108219,"1,60",174,Q1
23285,0112061,1,1,Q4
23286,0107121,"1,86",152,Q1
23287,0103029,1,1,Q4
23288,0111198,"1,16",60,Q2
23289,0106185,"2,05",283,-
23290,0102060,"0,75",62,Q2
23291,0103216,"1,09",108,Q1
23292,0106278,"2,05",283,-
23293,0101147,"1,60",174,Q1
23294,0101025,"2,05",283,-
23295,0106061,"4,15",261,Q1
23296,0107225,"1,09",108,Q1
23297,0110129,"4,15",261,Q1
23298,0102147,"2,05",283,-
23299,0112231,"1,39",119,Q2
23300,0103090,"2,05",283,-
23301,0104113,"4,15",261,Q1
23302,0112074,1,1,Q4
23303,0104218,"4,15",261,Q1
23304,0111004,"7,02",673,Q1
23305,0111280,"1,09",108,Q1
23306,0108093,"4,15",261,Q1
23307,0103077,"1,60",174,Q1
23308,0105126,1,1,Q4
23309,0105228,"4,15",261,Q1
23310,0104079,"1,45",198,Q1
23311,0103161,"5,07",274,Q1
23312,0104162,"1,58",116,Q1
23313,0107241,1,1,Q4
23314,0101233,"4,15",261,Q1
23315,0105122,1,1,Q4
23316,0104015,1,1,Q4
23317,0103263,"1,45",198,Q1
23318,0111030,1,1,Q4
23319,0104135,"2,05",283,-
23320,0112063,1,1,Q4
23321,0110183,1,1,Q4
23322,0106231,1,1,Q4
23323,0101201,"1,45",88,Q2
23324,0110035,"4,15",261,Q1
23325,0101040,"2,05",283,-
23326,0109089,1,1,Q4
23327,0105136,"1,60",174,Q1
23328,0112023,"1,86",152,Q1
23329,0101223,"1,39",119,Q2
23330,0106073,1,1,Q4
23331,0107176,"1,09",108,Q1
23332,0106074,1,1,Q4
23333,0111226,"1,16",60,Q2
23334,0101133,"2,05",283,-
23335,0105089,"4,15",261,Q1
23336,0103179,"4,15",261,Q1
23337,0105272,"5,07",274,Q1
23338,0106154,1,1,Q4
23339,0101108,"1,09",108,Q1
23340,0108216,"2,05",283,-
23341,0110193,"2,10",189,Q1
23342,0112225,1,1,Q4
23343,0101036,"12,62",297,Q1
23344,0108190,1,1,Q4
23345,0105311,"2,05",283,-
23346,0102036,"1,45",198,Q1
23347,0103236,"5,07",274,Q1
23348,0108151,"1,45",88,Q2
23349,0109131,1,1,Q4
23350,0107116,"1,60",174,Q1
23351,0105042,"1,09",108,Q1
23352,0111242,"1,09",108,Q1
23353,0111010,1,1,Q4
23354,0101075,"2,05",283,-
23355,0110173,"1,60",174,Q1
23356,0108064,1,1,Q4
23357,0105021,"0,93",94,Q2
23358,0108123,"2,10",189,Q1
23359,0101227,"1,07",52,Q2
23360,0104102,"2,05",283,-
23361,0105134,"1,60",174,Q1
23362,0110137,"7,02",673,Q1
23363,0110186,"1,60",174,Q1
23364,0101054,1,1,Q4
23365,0110125,1,1,Q4
23366,0101032,"1,60",174,Q1
23367,0101041,"2,05",283,-
23368,0103254,1,1,Q4
23369,0102139,"1,84",106,Q2
23370,0106043,1,1,Q4
23371,0110104,"1,45",88,Q2
23372,0106263,"2,05",283,-
23373,0107065,"1,45",88,Q2
23374,0112012,1,1,Q4
23375,0103214,"1,45",198,Q1
23376,0109194,"2,05",283,-
23377,0108012,1,1,Q4
23378,0106265,"2,05",283,-
23379,0105189,"1,45",88,Q2
23380,0108143,1,1,Q4
23381,0111248,"5,07",274,Q1
23382,0105154,"4,15",261,Q1
23383,0108129,"2,05",283,-
23384,0111118,"1,45",88,Q2
23385,0107091,"2,05",283,-
23386,0104101,"2,05",283,-
23387,0112244,1,1,Q4
23388,0101144,1,1,Q4
23389,0104194,1,1,Q4
23390,0106068,"4,15",261,Q1
23391,0103250,1,1,Q4
23392,0105271,1,1,Q4
23393,0106228,1,1,Q4
23394,0107154,"4,15",261,Q1
23395,0103096,1,1,Q4
23396,0112147,"4,15",261,Q1
23397,0109035,1,1,Q4
23398,0106105,"1,60",174,Q1
23399,0111216,"1,55",71,Q2
23400,0110182,1,1,Q4
23401,0103013,"4,15",261,Q1
23402,0104119,"1,45",198,Q1
23403,0111239,"4,15",261,Q1
23404,0106182,1,1,Q4
23405,0111035,1,1,Q4
23406,0109059,"1,60",174,Q1
23407,0107267,"4,15",261,Q1
23408,0107252,"2,10",189,Q1
23409,0103016,"1,60",174,Q1
23410,0106106,1,1,Q4
23411,0104103,1,1,Q4
23412,0104258,"0,33",45,Q4
23413,0103054,1,1,Q4
23414,0103188,"4,15",261,Q1
23415,0105287,"1,60",174,Q1
23416,0101005,"1,09",108,Q1
23417,0107099,"1,16",60,Q2
23418,0111121,"4,15",261,Q1
23419,0104156,"4,15",261,Q1
23420,0106035,1,1,Q4
23421,0108084,"1,60",174,Q1
23422,0112182,"1,60",174,Q1
23423,0103125,1,1,Q4
23424,0101080,"2,05",283,-
23425,0111157,"1,45",198,Q1
23426,0108065,1,1,Q4
23427,0107242,"1,60",174,Q1
23428,0105125,1,1,Q4
23429,0101154,"2,05",283,-
23430,0106183,1,1,Q4
23431,0108087,1,1,Q4
23432,0105186,"2,05",283,-
23433,0103126,"2,05",283,-
23434,0101029,1,1,Q4
23435,0104033,1,1,Q4
23436,0108034,1,1,Q4
23437,0105297,1,1,Q4
23438,0106166,1,1,Q4
23439,0109015,1,1,Q4
23440,0108080,1,1,Q4
23441,0107266,1,1,Q4
23442,0101135,"4,15",261,Q1
23443,0111126,"4,15",261,Q1
23444,0107178,"4,15",261,Q1
23445,0109161,"1,58",116,Q1
23446,0105293,1,1,Q4
23447,0109211,1,1,Q4
23448,0110296,1,1,Q4
23449,0103184,"4,15",261,Q1
23450,0109021,"1,60",174,Q1
23451,0101212,"1,55",71,Q2
23452,0102160,1,1,Q4
23453,0104224,"1,45",88,Q2
23454,0102212,1,1,Q4
23455,0106275,"1,45",198,Q1
23456,0109159,"4,15",261,Q1
23457,0112168,"1,45",198,Q1
23458,0105315,1,1,Q4
23459,0108159,"1,58",116,Q1
23460,0104230,"4,15",261,Q1
23461,0112082,"4,15",261,Q1
23462,0103023,"1,16",60,Q2
23463,0101177,1,1,Q4
23464,0106180,"4,15",261,Q1
23465,0110072,"4,15",261,Q1
23466,0111168,"2,05",283,-
23467,0109012,1,1,Q4
23468,0107159,"4,15",261,Q1
23469,0108013,"4,15",261,Q1
23470,0105221,1,1,Q4
23471,0108068,1,1,Q4
23472,0108174,"7,02",673,Q1
23473,0105212,1,1,Q4
23474,0102141,1,1,Q4
23475,0108218,1,1,Q4
23476,0101189,"1,45",88,Q2
23477,0111102,"4,15",261,Q1
23478,0110161,"5,07",274,Q1
23479,0110235,"1,60",174,Q1
23480,0107162,"4,15",261,Q1
23481,0112126,"1,60",174,Q1
23482,0107177,"0,99",79,Q1
23483,0109132,1,1,Q4
23484,0108053,"2,05",283,-
23485,0111039,1,1,Q4
23486,0108112,1,1,Q4
23487,0105300,"0,13",25,Q4
23488,0107240,"2,05",283,-
23489,0112193,"4,15",261,Q1
23490,0103199,"4,15",261,Q1
23491,0104031,1,1,Q4
23492,0103083,1,1,Q4
23493,0111245,1,1,Q4
23494,0109095,"4,15",261,Q1
23495,0109020,1,1,Q4
23496,0112054,"4,15",261,Q1
23497,0109140,1,1,Q4
23498,0110078,1,1,Q4
23499,0102116,"1,84",106,Q2
23500,0107039,1,1,Q4
23501,0112075,"2,05",283,-
23502,0101180,"1,45",198,Q1
23503,0101103,"2,05",283,-
23504,0106284,1,1,Q4
23505,0109003,1,1,Q4
23506,0109050,"2,05",283,-
23507,0106129,"1,60",174,Q1
23508,0111048,"4,15",261,Q1
23509,0110206,"2,05",283,-
23510,0105124,1,1,Q4
23511,0109087,1,1,Q4
23512,0103112,"5,07",274,Q1
23513,0104126,"1,60",174,Q1
23514,0104117,"5,07",274,Q1
23515,0110164,"2,05",283,-
23516,0111081,1,1,Q4
23517,0105106,"2,05",283,-
23518,0107144,1,1,Q4
23519,0108169,"4,15",261,Q1
23520,0103139,"4,15",261,Q1
23521,0104025,"0,33",45,Q4
23522,0112121,1,1,Q4
23523,0105298,"4,15",261,Q1
23524,0110062,"1,60",174,Q1
23525,0111029,"0,43",53,Q3
23526,0105229,"4,15",261,Q1
23527,0108127,1,1,Q4
23528,0112238,"1,60",174,Q1
23529,0105162,1,1,Q4
23530,0110281,1,1,Q4
23531,0108134,1,1,Q4
23532,0106098,1,1,Q4
23533,0108015,"0,99",79,Q1
23534,0102110,"4,15",261,Q1
23535,0111230,"1,60",174,Q1
23536,0105202,1,1,Q4
23537,0102002,"2,05",283,-
23538,0105098,1,1,Q4
23539,0103142,"1,60",174,Q1
23540,0101160,"2,05",283,-
23541,0103181,1,1,Q4
23542,0112128,"2,05",283,-
23543,0101107,1,1,Q4
23544,0107008,1,1,Q4
23545,0112256,1,1,Q4
23546,0108039,"1,60",174,Q1
23547,0106005,"1,60",174,Q1
23548,0111112,1,1,Q4
23549,0108122,1,1,Q4
23550,0110294,"1,60",174,Q1
23551,0112091,1,1,Q4
23552,0107147,"1,60",174,Q1
23553,0107181,1,1,Q4
23554,0104029,"4,15",261,Q1
23555,0103129,"0,55",29,Q2
23556,0109026,1,1,Q4
23557,0109138,1,1,Q4
23558,0103032,"4,15",261,Q1
23559,0107092,"1,60",174,Q1
23560,0112249,1,1,Q4
23561,0106019,"1,60",174,Q1
23562,0105245,"4,15",261,Q1
23563,0103113,"0,75",62,Q2
23564,0110283,"1,60",174,Q1
23565,0108105,1,1,Q4
23566,0104254,"1,60",174,Q1
23567,0104128,1,1,Q4
23568,0103017,1,1,Q4
23569,0106223,1,1,Q4
23570,0112053,1,1,Q4
23571,0108088,"0,70",57,Q3
23572,0102017,"4,15",261,Q1
23573,0106163,"2,05",283,-
23574,0110175,1,1,Q4
23575,0111005,"0,43",53,Q3
23576,0102130,"4,15",261,Q1
23577,0110050,"4,15",261,Q1
23578,0111278,"1,60",174,Q1
23579,0110261,1,1,Q4
23580,0112174,"1,55",71,Q2
23581,0109218,1,1,Q4
23582,0106151,"2,05",283,-
23583,0110004,1,1,Q4
23584,0101192,"1,60",174,Q1
23585,0108229,"0,99",79,Q1
23586,0106126,"1,60",174,Q1
23587,0105218,"2,10",189,Q1
23588,0104225,"2,05",283,-
23589,0104228,"2,05",283,-
23590,0106077,1,1,Q4
23591,0103259,"2,10",189,Q1
23592,0102004,"1,45",88,Q2
23593,0107128,"7,02",673,Q1
23594,0112033,"2,05",283,-
23595,0103215,1,1,Q4
23596,0112006,1,1,Q4
23597,0103194,"7,02",673,Q1
23598,0103213,1,1,Q4
23599,0105023,"1,60",174,Q1
23600,0107074,"4,15",261,Q1
23601,0106124,"1,60",174,Q1
23602,0112005,"1,45",198,Q1
23603,0105174,"1,60",174,Q1
23604,0107085,1,1,Q4
23605,0110155,1,1,Q4
23606,0106214,1,1,Q4
23607,0109219,1,1,Q4
23608,0103207,1,1,Q4
23609,0104017,"4,15",261,Q1
23610,0112072,1,1,Q4
23611,0108049,1,1,Q4
23612,0112002,"2,05",283,-
23613,0109128,"2,05",283,-
23614,0111097,"1,45",88,Q2
23615,0109017,"2,05",283,-
23616,0106193,"2,05",283,-
23617,0111174,1,1,Q4
23618,0105133,1,1,Q4
23619,0112156,"1,45",198,Q1
23620,0103099,"4,15",261,Q1
23621,0112136,"1,60",174,Q1
23622,0112254,"2,05",283,-
23623,0109164,"4,15",261,Q1
23624,0101011,"1,60",174,Q1
23625,0104186,1,1,Q4
23626,0112028,"2,05",283,-
23627,0103256,"1,86",152,Q1
23628,0102048,"2,10",189,Q1
23629,0107083,"5,07",274,Q1
23630,0111186,"5,07",274,Q1
23631,0110063,"2,05",283,-
23632,0107191,1,1,Q4
23633,0110025,1,1,Q4
23634,0111139,1,1,Q4
23635,0105223,"1,39",119,Q2
23636,0106194,"1,86",152,Q1
23637,0108100,"4,15",261,Q1
23638,0106232,"1,45",88,Q2
23639,0105084,"4,15",261,Q1
23640,0103098,"4,15",261,Q1
23641,0108067,1,1,Q4
23642,0112246,1,1,Q4
23643,0112046,1,1,Q4
23644,0112052,1,1,Q4
23645,0110189,"4,15",261,Q1
23646,0111095,"0,43",53,Q3
23647,0105279,"0,55",29,Q2
23648,0103200,"2,05",283,-
23649,0109082,"4,15",261,Q1
23650,0110245,"2,05",283,-
23651,0103060,1,1,Q4
23652,0111220,1,1,Q4
23653,0108115,"7,02",673,Q1
23654,0109153,"2,10",189,Q1
23655,0107064,1,1,Q4
23656,0105002,1,1,Q4
23657,0102035,"2,05",283,-
23658,0105092,1,1,Q4
23659,0111252,1,1,Q4
23660,0110115,"4,15",261,Q1
23661,0112145,"4,15",261,Q1
23662,0103074,"1,39",119,Q2
23663,0108245,"2,05",283,-
23664,0107182,1,1,Q4
23665,0101052,"0,75",62,Q2
23666,0106173,"1,45",198,Q1
23667,0101060,"2,05",283,-
23668,0101037,1,1,Q4
23669,0107216,1,1,Q4
23670,0109028,"1,45",88,Q2
23671,0104257,"2,05",283,-
23672,0109154,"1,60",174,Q1
23673,0108006,"2,05",283,-
23674,0107138,"1,60",174,Q1
23675,0106259,"4,15",261,Q1
23676,0110145,1,1,Q4
23677,0107129,1,1,Q4
23678,0106050,"4,15",261,Q1
23679,0103100,"0,99",79,Q1
23680,0109038,"2,05",283,-
23681,0104143,"4,15",261,Q1
23682,0104077,1,1,Q4
23683,0101155,"2,05",283,-
23684,0105040,"2,10",189,Q1
23685,0105159,"2,05",283,-
23686,0110001,"2,05",283,-
23687,0104060,1,1,Q4
23688,0108177,"1,58",116,Q1
23689,0112058,"4,15",261,Q1
23690,0106107,"4,15",261,Q1
23691,0109064,"4,15",261,Q1
23692,0106147,"1,09",108,Q1
23693,0109077,1,1,Q4
23694,0105047,"2,05",283,-
23695,0109024,"2,05",283,-
23696,0103066,"2,05",283,-
23697,0104166,"2,05",283,-
23698,0110179,1,1,Q4
23699,0101136,"4,15",261,Q1
23700,0108108,1,1,Q4
23701,0110151,"1,45",198,Q1
23702,0108060,1,1,Q4
23703,0107068,1,1,Q4
23704,0112209,"2,05",283,-
23705,0106062,"1,60",174,Q1
23706,0104040,"2,05",283,-
23707,0109223,1,1,Q4
23708,0107042,"4,15",261,Q1
23709,0101222,"2,05",283,-
23710,0103031,1,1,Q4
23711,0103153,"4,15",261,Q1
23712,0105044,"2,05",283,-
23713,0111144,"1,58",115,Q1
23714,0103107,"4,15",261,Q1
23715,0105206,1,1,Q4
23716,0107195,"4,15",261,Q1
23717,0104071,"2,05",283,-
23718,0112073,"4,15",261,Q1
23719,0107058,"1,45",88,Q2
23720,0107136,1,1,Q4
23721,0107029,"4,15",261,Q1
23722,0111292,1,1,Q4
23723,0105034,"5,07",274,Q1
23724,0105177,"1,60",174,Q1
23725,0112117,"1,60",174,Q1
23726,0101216,"1,45",88,Q2
23727,0111258,"2,05",283,-
23728,0104226,1,1,Q4
23729,0111290,"4,15",261,Q1
23730,0111253,"1,45",88,Q2
23731,0106237,"1,45",88,Q2
23732,0110014,"0,50",44,Q2
23733,0108203,1,1,Q4
23734,0104153,"1,84",106,Q2
23735,0104240,"1,60",174,Q1
23736,0101187,"1,60",174,Q1
23737,0106141,1,1,Q4
23738,0111218,1,1,Q4
23739,0111178,"4,15",261,Q1
23740,0112139,1,1,Q4
23741,0103149,"5,07",274,Q1
23742,0106096,"1,60",174,Q1
23743,0110218,"1,60",174,Q1
23744,0109158,1,1,Q4
23745,0105107,"1,86",152,Q1
23746,0108075,"4,15",261,Q1
23747,0111235,"2,05",283,-
23748,0103252,"2,05",283,-
23749,0103111,"4,15",261,Q1
23750,0105240,1,1,Q4
23751,0105222,1,1,Q4
23752,0101190,"1,60",174,Q1
23753,0107264,"4,15",261,Q1
23754,0111130,1,1,Q4
23755,0105275,"1,09",108,Q1
23756,0108076,1,1,Q4
23757,0105165,"1,45",88,Q2
23758,0102169,"4,15",261,Q1
23759,0108207,"1,60",174,Q1
23760,0106236,"1,45",88,Q2
23761,0105123,1,1,Q4
23762,0105216,1,1,Q4
23763,0111038,1,1,Q4
23764,0112207,"2,05",283,-
23765,0108050,"2,05",283,-
23766,0106174,"7,02",673,Q1
23767,0102167,"1,45",88,Q2
23768,0106016,"2,05",283,-
23769,0112214,1,1,Q4
23770,0109167,"1,60",174,Q1
23771,0103121,1,1,Q4
23772,0103223,"4,15",261,Q1
23773,0109114,1,1,Q4
23774,0103178,"1,60",174,Q1
23775,0105001,"4,15",261,Q1
23776,0112210,"1,55",71,Q2
23777,0110229,"2,05",283,-
23778,0106092,1,1,Q4
23779,0111110,1,1,Q4
23780,0103088,"5,07",274,Q1
23781,0106273,1,1,Q4
23782,0105185,1,1,Q4
23783,0110037,"1,39",119,Q2
23784,0107022,1,1,Q4
23785,0104180,"4,15",261,Q1
23786,0104124,"4,15",261,Q1
23787,0112262,"1,45",198,Q1
23788,0102023,"2,05",283,-
23789,0110211,1,1,Q4
23790,0106066,1,1,Q4
23791,0110092,"4,15",261,Q1
23792,0107055,1,1,Q4
23793,0112133,"4,15",261,Q1
23794,0103183,"4,15",261,Q1
23795,0112070,"1,45",88,Q2
23796,0105187,1,1,Q4
23797,0102148,1,1,Q4
23798,0105121,1,1,Q4
23799,0112011,1,1,Q4
23800,0112152,1,1,Q4
23801,0110121,"1,23",53,Q1
23802,0103035,"2,10",189,Q1
23803,0112206,"4,15",261,Q1
23804,0109039,"2,05",283,-
23805,0102127,1,1,Q4
23806,0109099,"4,15",261,Q1
23807,0106261,"4,15",261,Q1
23808,0107097,"4,15",261,Q1
23809,0104233,1,1,Q4
23810,0101213,"4,15",261,Q1
23811,0105278,1,1,Q4
23812,0107202,1,1,Q4
23813,0109196,"1,60",174,Q1
23814,0112263,1,1,Q4
23815,0104155,"4,15",261,Q1
23816,0109065,"4,15",261,Q1
23817,0101127,1,1,Q4
23818,0108209,1,1,Q4
23819,0105163,"2,05",283,-
23820,0112043,"5,07",274,Q1
23821,0105181,1,1,Q4
23822,0111282,"5,07",274,Q1
23823,0102070,"7,02",673,Q1
23824,0107175,"2,05",283,-
23825,0101056,1,1,Q4
23826,0103154,"2,05",283,-
23827,0105281,1,1,Q4
23828,0102033,"5,07",274,Q1
23829,0107072,"4,15",261,Q1
23830,0107106,"1,84",106,Q2
23831,0104027,"2,10",189,Q1
23832,0111070,1,1,Q4
23833,0103069,"4,15",261,Q1
23834,0110042,1,1,Q4
23835,0109053,"4,15",261,Q1
23836,0101226,"1,09",108,Q1
23837,0105011,1,1,Q4
23838,0111257,"1,39",119,Q2
23839,0105307,1,1,Q4
23840,0104118,"1,60",174,Q1
23841,0109163,"1,58",116,Q1
23842,0103043,"0,62",65,Q2
23843,0102068,"2,05",283,-
23844,0105219,"2,05",283,-
23845,0111080,"1,55",71,Q2
23846,0109170,1,1,Q4
23847,0102061,1,1,Q4
23848,0106281,"1,60",174,Q1
23849,0111224,"1,60",174,Q1
23850,0112259,1,1,Q4
23851,0102069,"0,33",45,Q4
23852,0102093,"7,02",673,Q1
23853,0106213,"4,15",261,Q1
23854,0101114,"4,15",261,Q1
23855,0107088,"2,05",283,-
23856,0111120,"4,15",261,Q1
23857,0108042,"1,60",174,Q1
23858,0112098,"7,02",673,Q1
23859,0110185,"2,05",283,-
23860,0105081,1,1,Q4
23861,0106208,1,1,Q4
23862,0110280,"1,60",174,Q1
23863,0110126,1,1,Q4
23864,0107199,"1,60",174,Q1
23865,0110236,1,1,Q4
23866,0104059,1,1,Q4
23867,0106136,1,1,Q4
23868,0112218,"2,05",283,-
23869,0109188,1,1,Q4
23870,0103195,"2,05",283,-
23871,0107155,"2,05",283,-
23872,0104106,"4,15",261,Q1
23873,0103152,"5,07",274,Q1
23874,0104231,"5,07",274,Q1
23875,0109106,"5,07",274,Q1
23876,0105020,1,1,Q4
23877,0101030,1,1,Q4
23878,0110237,1,1,Q4
23879,0102208,"1,45",88,Q2
23880,0109146,"2,05",283,-
23881,0107243,"2,05",283,-
23882,0101058,1,1,Q4
23883,0105213,1,1,Q4
23884,0109168,1,1,Q4
23885,0102078,"1,60",174,Q1
23886,0112164,"2,10",189,Q1
23887,0109037,1,1,Q4
23888,0105110,"2,05",283,-
23889,0111136,"0,82",48,Q3
23890,0104057,1,1,Q4
23891,0106027,1,1,Q4
23892,0101099,1,1,Q4
23893,0102209,1,1,Q4
23894,0102028,1,1,Q4
23895,0108109,1,1,Q4
23896,0111078,1,1,Q4
23897,0111001,"2,10",189,Q1
23898,0110181,1,1,Q4
